word	pinyin	english	chinese	num_sentences_needed
不注意	bu4 zhu4 yi4	thoughtless	粗心大意缺乏注意	7
不注意	bu4 zhu4 yi4	not pay attention to	未加注意或忽视	7
肯	ken3	to agree; to consent	同意或赞成	7
肯	ken3	to be willing to	愿意接受或做某事	7
登上	deng1 shang4	to climb over	翻越过去或翻上去	7
登上	deng1 shang4	to ascend onto	登上到某一高度或平台	7
登上	deng1 shang4	to mount	骑上或跨上坐具或物体	7
请便	qing3 bian4	Please do as you wish!	请随意行事	7
请便	qing3 bian4	You are welcome to do whatever you like!	欢迎随意做某事	7
请便	qing3 bian4	Please make yourself at home.	请自便并安顿自己	7
