word	pinyin	english	chinese	num_sentences_needed
清洗	qing1 xi3	to wash; to rinse; to clean	洗涤或冲洗使之干净	7
清洗	qing1 xi3	(fig.) to purge; to get rid of (corrupt individuals etc)	整肃或清除腐败分子	7
算了	suan4 le5	let it be	不再计较放弃追究	7
算了	suan4 le5	let it pass	不再追究让它过去	7
算了	suan4 le5	forget about it	不用再提及或考虑	7
出卖	chu1 mai4	to offer for sale; to sell	出售商品或财物	2
出卖	chu1 mai4	to sell out; to betray	背叛出卖他人或原则	1
差点	cha4 dian3	almost	险些发生但最终未发生	7
差点	cha4 dian3	nearly	接近发生的程度，几乎要发生	7
鸡巴	ji1 ba5	dick	俗称男性生殖器	7
