word	pinyin	english	chinese	num_sentences_needed
含	han2	to contain	包含或含有	7
想出	xiang3 chu1	to figure out	想明白并得出答案	7
想出	xiang3 chu1	to work out (a solution etc)	设计或制订解决办法	7
想出	xiang3 chu1	to think up	想出新的点子或主意	7
想出	xiang3 chu1	to come up with (an idea etc)	提出可行的方案或主张	7
不一定	bu4 yi1 ding4	not necessarily	不必然如此或未必成立	7
不一定	bu4 yi1 ding4	maybe	有可能，或许如此	7
品质	pin3 zhi4	character	人的品格或性格特征	7
品质	pin3 zhi4	intrinsic quality (of a person)	个人的内在素质或本性	2
品质	pin3 zhi4	"quality (of a product or service, or as in ""quality of life"", ""air quality"" etc)"	产品或服务的质量水平	2
