word	pinyin	english	chinese	num_sentences_needed
胆	dan3	gall	怨恨或刻薄无礼的心态	6
胆	dan3	inner container (e.g. bladder of a football, inner container of a thermos)	内胆，如足球内囊或保温瓶内层容器	6
代表性	dai4 biao3 xing4	representativeness	具有代表性的性质或程度	6
代表性	dai4 biao3 xing4	representative; typical	典型的，有代表意义的	6
对照	dui4 zhao4	to contrast	对比事物之间的差异	6
对照	dui4 zhao4	to compare	比较两者或多者的异同	6
对照	dui4 zhao4	to place side by side for comparison (as parallel texts)	并列放置以便逐项比较文本或资料	6
对照	dui4 zhao4	to check	核对以查验或纠正错误	6
随之	sui2 zhi1	thereupon	随后立即产生的结果	6
随之	sui2 zhi1	subsequently	随后继而发生	6
