word	pinyin	english	chinese	num_sentences_needed
白吃	bai2 chi1	to eat for free	免费获得食物	6
功绩	gong1 ji4	feat	值得称颂的壮举	6
功绩	gong1 ji4	contribution	对集体或事业的贡献	6
功绩	gong1 ji4	merits and achievements	所取得的功劳与成绩	6
说得上	shuo1 de5 shang4	can be counted or regarded as	可以算作	6
说得上	shuo1 de5 shang4	to be able to tell or answer	能够说出或回答	6
说得上	shuo1 de5 shang4	to deserve mention	值得一提	6
白起	Bai2 Qi3	Bai Qi (-258 BC), famous general of Qin 秦國|秦国, the victor at 長平|长平 in 260 BC	战国时期秦国名将白起	6
白领	bai2 ling3	white-collar	从事脑力劳动的	1
白领	bai2 ling3	white-collar worker	从事管理或办公室工作的职员	6
