word	pinyin	english	chinese	num_sentences_needed
军事训练	jun1 shi4 xun4 lian4	military exercise	有系统的军事技能训练课程	6
军事训练	jun1 shi4 xun4 lian4	army drill	队列、战术等的基础操练	6
桩	zhuang1	stump; stake; pile	树桩或木桩	6
桩	zhuang1	classifier for events, cases, transactions, affairs etc	用于计数事件案件等的量词	6
美化	mei3 hua4	to make more beautiful	使更加美观	6
美化	mei3 hua4	to decorate	装饰或布置以增美	1
美化	mei3 hua4	embellishment	对事物进行修饰或润色	6
迷失	mi2 shi1	to lose (one's bearings)	迷失方向，失去方向感	6
迷失	mi2 shi1	to get lost	在陌生处走丢找不到回路	6
滑稽	hua2 ji1	comical; funny; amusing (old pr. [gu3 ji1])	滑稽可笑令人发笑	6
