word	pinyin	english	chinese	num_sentences_needed
便宜	pian2 yi5	a petty advantage	小利或占小便宜	7
便宜	pian2 yi5	to let sb off lightly	从轻处理	7
华盛顿	Hua2 sheng4 dun4	Washington (name)	用作人名的华盛顿	7
华盛顿	Hua2 sheng4 dun4	George Washington (1732-1799), first US president	美国首任总统乔治·华盛顿	7
华盛顿	Hua2 sheng4 dun4	Washington, US State	美国西北部的华盛顿州	7
华盛顿	Hua2 sheng4 dun4	Washington, D.C. (US federal capital)	美国联邦首都华盛顿特区	7
得知	de2 zhi1	to find out	查明或获悉事实真相	7
得知	de2 zhi1	to learn of	知道某事的存在或经过	2
菸	yu1	to wither	使枯萎凋谢	7
菸	yu1	dried leaves	干燥的叶片	7
