word	pinyin	english	chinese	num_sentences_needed
融入	rong2 ru4	to assimilate	同化并适应新的文化或环境	7
融入	rong2 ru4	to merge	与他物合并为整体	7
行号	hang2 hao4	(computing) (text file) line number; (data table or spreadsheet) row number	文本文档或表格中的行号	7
行号	hang2 hao4	(Tw) unincorporated firm (typically a smaller business such as a sole proprietorship or partnership)	个人或合伙经营的非公司商号	7
冲动	chong1 dong4	to have an urge	突然产生做某事的欲望	7
冲动	chong1 dong4	to be impetuous	性格上冲动易做出草率决定	7
冲动	chong1 dong4	impulse	内心的瞬时驱动力	7
冲动	chong1 dong4	urge	强烈的欲望或冲动行为	1
剂	ji4	(bound form) a compound made by mixing ingredients (esp. a medicinal or chemical product)	配制的药剂或化学混合物	7
剂	ji4	(bound form) small piece of dough cut from a rolled log, used for making mantou (steamed buns) or dumplings	面团上切下的小块	7
