word	pinyin	english	chinese	num_sentences_needed
团队精神	tuan2 dui4 jing1 shen2	group mentality	对团队目标高度认同的心态	6
团队精神	tuan2 dui4 jing1 shen2	collectivism	强调集体利益优先于个人的思想	6
团队精神	tuan2 dui4 jing1 shen2	solidarity	成员之间互相支持的团结情感	6
团队精神	tuan2 dui4 jing1 shen2	team spirit	协作配合为共同目标努力的精神	6
改用	gai3 yong4	to change over to	更换为别的用具或材料	6
改用	gai3 yong4	to switch to	把使用对象转换为其它选项	6
改用	gai3 yong4	to use (sth different)	采用新办法替代旧办法	6
地脚	di4 jiao3	(page) footer	页面底端的页脚	6
地脚	di4 jiao3	(dialect) foundation (of a building)	方言中指房屋的地基	6
地脚	di4 jiao3	base	物体或建筑的底部基座	6
