word	pinyin	english	chinese	num_sentences_needed
征求	zheng1 qiu2	to request (opinions, feedback etc)	征询公众意见或反馈建议	6
征求	zheng1 qiu2	to petition	正式提出请愿或请求	1
借助	jie4 zhu4	to draw support from	从外部获取支持或帮助	6
借助	jie4 zhu4	with the help of	在某人或某物的帮助下进行	1
点穿	dian3 chuan1	to lay bare in a few words	一句话揭穿谎言或伪装	6
点穿	dian3 chuan1	to expose with a word	用言语戳破对方借口破绽	6
战区	zhan4 qu1	war zone	冲突发生地区	6
战区	zhan4 qu1	combat zone	作战区域	1
战区	zhan4 qu1	(military) theater of operations	作战指挥辖区	6
现身	xian4 shen1	to show oneself	当众露面或出现	6
