word	pinyin	english	chinese	num_sentences_needed
壮大	zhuang4 da4	to expand	扩大规模或范围	6
壮大	zhuang4 da4	to strengthen	增强实力或影响力	6
流失	liu2 shi1	(of soil etc) to wash away	土壤被水冲走	6
流失	liu2 shi1	to be eroded	被侵蚀或磨损	6
流失	liu2 shi1	(fig.) (of talented staff, followers of a religious faith, investment funds etc) to go elsewhere	人才资金等向外流失	6
西元	xi1 yuan2	(Tw) Christian era	基督纪年即公元的称法	1
西元	xi1 yuan2	Gregorian calendar	格里高利公历的称谓	6
西元	xi1 yuan2	AD (Anno Domini)	表示公元后的纪年标记	6
所有主	suo3 you3 zhu3	owner	财产或物品的合法所有者	6
所有主	suo3 you3 zhu3	proprietor	经营场所或财产的业主	6
