word	pinyin	english	chinese	num_sentences_needed
工	gong1	craft	手工制作的技艺	7
工	gong1	labor	体力劳动或劳务	7
营业	ying2 ye4	to do business	从事商业活动	2
营业	ying2 ye4	to trade	进行买卖交易	7
牌	pai2	signboard; plaque; plate; tablet (CL:塊|块[kuai4])	招牌匾额或标识牌	7
牌	pai2	brand; trademark (CL:個|个[ge4])	商品或企业的商标	7
牌	pai2	mahjong tile; domino; playing card (CL:張|张[zhang1])	麻将、骨牌或纸牌等牌具	7
牌	pai2	(bound form) fixed pattern for lyrics or set melody in classical poetry or music (used in 詞牌|词牌[ci2 pai2] and 曲牌[qu3 pai2])	词曲中固定的格律或曲牌名	7
影响力	ying3 xiang3 li4	influence	施加影响的能力	7
影响力	ying3 xiang3 li4	impact	冲击力或重大影响	7
