word	pinyin	english	chinese	num_sentences_needed
尖	jian1	(of one's hearing, sight etc) sharp; acute; keen	听觉或视力敏锐	6
尖	jian1	to make (one's voice) shrill	使声音变尖利	6
尖	jian1	sharp point; tip	物体的尖端	6
尖	jian1	the best of sth; the cream of the crop	最优秀的一部分	6
小老婆	xiao3 lao3 po2	concubine	作为妾室的女性	6
小老婆	xiao3 lao3 po2	mistress	婚外的女性伴侣	6
小老婆	xiao3 lao3 po2	(dialect) woman	方言中指的女人	6
顾虑	gu4 lu:4	misgivings; apprehensions	心中疑虑不安	6
顾虑	gu4 lu:4	to worry about; to be concerned about	对某事感到担忧	6
饥荒	ji1 huang1	crop failure	农作物歉收	6
