word	pinyin	english	chinese	num_sentences_needed
公有	gong1 you3	held in common	为多人共有的，非个人私有的	6
流派	liu2 pai4	tributary (stream)	河流的支流	6
流派	liu2 pai4	(fig.) school (of thought)	学术或艺术上的流派	1
流派	liu2 pai4	genre	文艺作品的体裁类别	6
流派	liu2 pai4	style	表现手法或风格流派	6
穿帮	chuan1 bang1	(TV or movie) blooper	影视拍摄中的错误镜头	6
穿帮	chuan1 bang1	continuity error	画面或情节衔接错误	6
穿帮	chuan1 bang1	(theater) to flub one's lines	舞台上忘词或说错台词	6
穿帮	chuan1 bang1	unintended exposure of a body part	身体部位意外暴露	6
穿帮	chuan1 bang1	to be exposed (of a scheme or trick)	阴谋或计谋被揭露	6
