word	pinyin	english	chinese	num_sentences_needed
阳光	yang2 guang1	(of personality) upbeat; energetic	性格开朗积极向上的人	2
阳光	yang2 guang1	transparent (open to public scrutiny)	办事公开透明便于监督	7
之类	zhi1 lei4	and so on	表示列举后概括的词，等同之物	7
之类	zhi1 lei4	and such	表示与所述类似的种类或事物	7
居然	ju1 ran2	unexpectedly	出乎意料地	2
居然	ju1 ran2	to one's surprise	令人惊讶地	7
居然	ju1 ran2	go so far as to	甚至做到	7
工会	gong1 hui4	labor union	为工人权益设立的组织	2
工会	gong1 hui4	trade union	按行业组织的工人联合体	7
驾驶	jia4 shi3	to drive (vehicle); to pilot (ship, airplane etc)	驾驶车辆或飞行器	7
