word	pinyin	english	chinese	num_sentences_needed
门道	men2 dao5	knack	某项事务中掌握的门径和窍门	6
定性	ding4 xing4	to determine the nature (of sth)	确定事物的性质	2
定性	ding4 xing4	to determine the chemical composition (of a substance)	鉴定物质的化学成分	6
定性	ding4 xing4	qualitative	性质上的，非数量的	6
暴雨	bao4 yu3	torrential rain	倾盆大雨及强烈降水过程	6
暴雨	bao4 yu3	rainstorm	短时强烈的降雨天气	6
定制	ding4 zhi4	custom-made; made-to-order	按个人或指定要求订做的	6
定制	ding4 zhi4	to have sth custom made	委托他人按需定做某物	6
客厅	ke4 ting1	drawing room (room for arriving guests)	专供迎接客人的接待厅	6
客厅	ke4 ting1	living room	家庭的起居室	6
