word	pinyin	english	chinese	num_sentences_needed
构造	gou4 zao4	tectonic (geology)	地质学上的构造类型或形态	7
罢工	ba4 gong1	a strike	劳动者集体停止工作	7
罢工	ba4 gong1	to go on strike	发动或参加停工抗议	7
联赛	lian2 sai4	(sports) league	体育项目的联赛制比赛	7
联赛	lian2 sai4	league tournament	由多队参加的联赛性竞赛	2
发电	fa1 dian4	to generate electricity	产生电力以供使用或输送	2
发电	fa1 dian4	to send a telegram	发送电报或有线电讯信息	7
译	yi4	to translate	把一种语言文字转换为另一种文字	7
译	yi4	to interpret	口头转述或当场翻译他人话语	7
化工	hua4 gong1	chemical industry (abbr. for 化學工業|化学工业[hua4 xue2 gong1 ye4])	以化学品生产为主的工业部门	2
