word	pinyin	english	chinese	num_sentences_needed
总监	zong3 jian1	inspector-general	监察或督察的最高职务	7
总监	zong3 jian1	rank of local governor in Tang dynasty administration	唐代地方行政的某等级官阶	7
可笑	ke3 xiao4	ridiculous	荒唐可笑值得嘲讽	7
同行	tong2 hang2	person of the same profession	从事相同行业或职业的人	2
同行	tong2 hang2	of the same trade, occupation or industry	属于相同行业或职业的	6
同行	tong2 xing2	to journey together	一起同行或同路前行	2
恶魔	e4 mo2	demon	邪恶的超自然恶灵	7
恶魔	e4 mo2	fiend	形容极端残忍或可憎之人	7
渔业	yu2 ye4	fishing industry	以捕捞养殖为主的产业	7
渔业	yu2 ye4	fishery	养殖或捕捞鱼类的场所或机构	7
