word	pinyin	english	chinese	num_sentences_needed
区域网络	qu1 yu4 wang3 luo4	LAN	覆盖有限地理范围的计算机网络	6
半夜	ban4 ye4	midnight	夜里十二点钟时刻	6
看错	kan4 cuo4	to misinterpret what one sees or reads	对所见或所读产生误解	6
看错	kan4 cuo4	to misjudge (sb)	对人品或能力判断错误	6
看错	kan4 cuo4	to mistake (sb for sb else)	将某人错认成他人	6
看错	kan4 cuo4	to misread (a document)	把书面材料看错或读错	6
看不见	kan4 bu5 jian4	cannot see	看不到	6
看不见	kan4 bu5 jian4	cannot be seen	无法被看见	6
看不见	kan4 bu5 jian4	invisible	看不见的，隐形的	6
赛车	sai4 che1	auto race	汽车类型的速度比赛	6
