word	pinyin	english	chinese	num_sentences_needed
老本	lao3 ben3	old edition of a book	旧版书籍	7
老本	lao3 ben3	(tree) trunk	树木的主干	7
爱人	ai4 ren5	spouse (PRC)	配偶丈夫或妻子	2
爱人	ai4 ren5	lover (non-PRC)	恋人或情人	2
过场	guo4 chang3	interlude	演出或活动中的插曲	7
过场	guo4 chang3	to cross the stage	走过舞台或通过舞台表演	5
过场	guo4 chang3	to do sth as a mere formality	做样子走形式，形式化处理	7
过场	guo4 chang3	to go through the motions	表面应付，走过程序	7
听讲	ting1 jiang3	to attend a lecture	听取讲座或报告的内容	2
听讲	ting1 jiang3	to listen to a talk	专心听并记录讲者讲述内容	7
