word	pinyin	english	chinese	num_sentences_needed
龟	gui1	tortoise; turtle	有壳的爬行动物，龟类	6
龟	gui1	(coll.) cuckold	俚语中指被配偶背叛的男子	6
捉	zhuo1	to clutch	紧紧抓住	6
捉	zhuo1	to grab	迅速抓取或夺取	6
捉	zhuo1	to capture	抓获或逮捕目标	6
场区	chang3 qu1	(sports) section of a court or playing field	场地中的比赛区域	6
场区	chang3 qu1	(computer chip manufacture) field area	芯片制造中的作业区域	6
墓地	mu4 di4	cemetery	专门用于埋葬的公共场所或墓园	6
墓地	mu4 di4	graveyard	供人埋葬的地块常指小型墓区	6
外心	wai4 xin1	(of a married person) interest in a third person	已婚者对第三者的情感倾向	6
