word	pinyin	english	chinese	num_sentences_needed
胜过	sheng4 guo4	to excel	在某方面超过或优于	6
胜过	sheng4 guo4	to surpass	比另一样事物更为出色	6
动人	dong4 ren2	touching	使人情感受触动或产生同情	1
动人	dong4 ren2	moving	具有吸引力令人喜爱的特质	6
加重	jia1 zhong4	to make heavier	使变得更沉或更重	3
加重	jia1 zhong4	to emphasize	在表达上加强或突出强调	6
加重	jia1 zhong4	(of an illness etc) to become more serious	病情变得更严重或恶化	1
加重	jia1 zhong4	to aggravate (a bad situation)	使不利情况变得更糟	6
加重	jia1 zhong4	to increase (a burden, punishment etc)	增加负担或加重惩罚程度	6
说不得	shuo1 bu5 de5	to be unmentionable	不能明说	6
