word	pinyin	english	chinese	num_sentences_needed
嘴巴	zui3 ba5	slap in the face (CL:個|个[ge4])	打在脸上的一巴掌俗称	5
摩托车	mo2 tuo1 che1	(loanword) motorbike; motorcycle	以发动机驱动的二轮机动车	6
国手	guo2 shou3	(sports) member of the national team	国家队的运动员	6
国手	guo2 shou3	national representative	代表国家出赛或出席的选手	1
国手	guo2 shou3	(medicine, chess etc) one of the most highly skilled practitioners in one's country	国内某领域的顶尖名手	6
携手	xie2 shou3	hand in hand	手牵手并肩同行	6
携手	xie2 shou3	to join hands	与他人联合携手行动	6
携手	xie2 shou3	to collaborate	共同合作或协作完成事务	6
糖果	tang2 guo3	candy	供直接食用的糖果	6
金色	jin1 se4	golden	具有金属光泽的颜色或样式	6
