word	pinyin	english	chinese	num_sentences_needed
兑	dui4	☱	兑卦符号	6
泄漏	xie4 lou4	(of a liquid or gas) to leak	液体或气体外漏	6
泄漏	xie4 lou4	to divulge; to leak (information)	泄露秘密或信息	6
八卦	ba1 gua4	the eight divinatory trigrams of the Book of Changes 易經|易经[Yi4 jing1]	易经中表示天地万象的八卦符号	6
八卦	ba1 gua4	gossip	传播闲言碎语的八卦小道消息	6
八卦	ba1 gua4	gossipy	爱传闲话、好打听隐私的性格	6
兵力	bing1 li4	military strength	国家或军队的军事实力与战斗力	1
兵力	bing1 li4	armed forces	武装部队的整体编制与兵力规模	6
兵力	bing1 li4	troops	可投入作战的部队或士兵数量	6
突	tu1	to dash	猛地冲向前方	6
