word	pinyin	english	chinese	num_sentences_needed
沙发	sha1 fa1	sofa (loanword)	室内供多人坐的软垫长椅	2
沙发	sha1 fa1	(Internet slang) the first reply or replier to a forum post	论坛中指首个回帖的人或回帖	7
元年	yuan2 nian2	first year of an emperor's reign	帝王即位后的第一年	2
元年	yuan2 nian2	first year of an era	某一纪年体制的起始年	1
元年	yuan2 nian2	first year of a significant time period	重要时期的起始年份	7
历程	li4 cheng2	course	事情发展的过程或阶段	2
历程	li4 cheng2	process	进行中的一系列步骤或进程	7
入学	ru4 xue2	to go to school for the first time as a child	初次上学，开始学龄教育	4
洗澡	xi3 zao3	to bathe	用水浸洗身体	7
洗澡	xi3 zao3	to take a shower	用喷淋式水流冲洗身体	7
