word	pinyin	english	chinese	num_sentences_needed
自卫队	zi4 wei4 dui4	self-defense force	国家编制的防卫武装部队	6
自卫队	zi4 wei4 dui4	the Japanese armed forces	指日本的国防武装力量	6
仙	xian1	immortal	超凡不死的神仙	6
隐患	yin3 huan4	a danger concealed within sth	潜藏在事物内部的危险	6
隐患	yin3 huan4	hidden damage	看不见的损害或破坏	6
隐患	yin3 huan4	misfortune not visible from the surface	表面看不出的潜在祸患	6
小半	xiao3 ban4	a portion smaller than a half	不到一半的部分	6
小半	xiao3 ban4	the lesser part	较小的一半部分	5
小半	xiao3 ban4	the smaller part	数量较少的部分	6
就任	jiu4 ren4	to take office	就职开始履行职务	6
