word	pinyin	english	chinese	num_sentences_needed
许可证	xu3 ke3 zheng4	permit	官方核准的准许证	6
算起来	suan4 qi3 lai2	to calculate	进行计算	6
算起来	suan4 qi3 lai2	to estimate	粗略估算	6
算起来	suan4 qi3 lai2	in total	总计	6
算起来	suan4 qi3 lai2	all told	合起来说	6
算起来	suan4 qi3 lai2	(fig.) if you think about it	仔细想来	6
日渐	ri4 jian4	to progress (or increase, change etc) day by day	日复一日地发展或变化	1
日渐	ri4 jian4	more (or better etc) with each passing day	随着时间愈发增多或增强	6
出神	chu1 shen2	spellbound	入迷忘我	6
出神	chu1 shen2	entranced	神情恍惚被迷住	6
