word	pinyin	english	chinese	num_sentences_needed
约制	yue1 zhi4	to restrict	控制或限制行动范围	7
约制	yue1 zhi4	to constrain	以规则或条件使其受限	7
好容易	hao3 rong2 yi4	(idiomatic usage) with great difficulty	经过很大努力才做到	7
好容易	hao3 rong2 yi4	to have a hard time (convincing sb, relinquishing sth etc)	在某事上难以做到或勉强为之	7
好容易	hao3 rong2 yi4	(literal usage) so easy	非常容易或很容易发生	7
妨碍	fang2 ai4	to hinder	妨害行动或进程	7
妨碍	fang2 ai4	to obstruct	堵塞或阻挡使难以进行	7
细菌	xi4 jun1	bacterium	单细胞原核微生物	7
细菌	xi4 jun1	germ	能引起感染的病菌或病原体	7
卒	zu2	soldier	士兵或军人	7
