word	pinyin	english	chinese	num_sentences_needed
禁	jin4	to forbid	明文取缔	7
身材	shen1 cai2	stature	身高体格的总体	7
身材	shen1 cai2	build (height and weight)	身体高矮胖瘦的外形	2
身材	shen1 cai2	figure	体形曲线与外貌	7
四处	si4 chu4	all over the place	到处，各个地方	3
四处	si4 chu4	everywhere and all directions	四面八方，各处遍布	7
撸	lu1	(dialect) to grasp (sth long or cylindrical) and slide the hand up or down	握住长条物上下摩动	7
撸	lu1	(dialect) to fire (an employee)	解雇某人	7
撸	lu1	(dialect) to reprimand	口头斥责或训斥	7
均一	jun1 yi1	even	平均一致，差异很小	7
