word	pinyin	english	chinese	num_sentences_needed
别论	bie2 lun4	(old) objection	旧时表示反对或异议的说法	6
转脸	zhuan3 lian3	to turn one's head	把脸转向别处	6
转脸	zhuan3 lian3	in no time	立刻发生或改变	6
转脸	zhuan3 lian3	in the twinkling of an eye	瞬间变化	6
快班	kuai4 ban1	advanced stream (in school)	进度较快的教学班级	6
快班	kuai4 ban1	express (train, bus etc)	运行速度快的列车或车辆班次	6
乐天	Le4 tian1	Lotte (South Korean conglomerate)	韩国乐天集团企业名	6
乐天	le4 tian1	carefree	无忧无虑的性格	6
乐天	le4 tian1	happy-go-lucky	漫不经心的随性态度	6
乐天	le4 tian1	optimistic	对前景抱有积极期待	6
