word	pinyin	english	chinese	num_sentences_needed
女	nu:3	daughter	子女中为女性的孩子	9
存在	cun2 zai4	to exist	存在	9
存在	cun2 zai4	existence	存在的事实或实体	1
学习	xue2 xi2	to study	有目的地研读或练习	3
之间	zhi1 jian1	(after a noun) between; among; amid	位于两者或多者之间	9
之间	zhi1 jian1	(used after certain bisyllabic words to form expressions indicating a short period of time, e.g. 彈指之間|弹指之间[tan2 zhi3 zhi1 jian1])	表示极短时间的间隔	9
人员	ren2 yuan2	staff	组织或机构的工作人员	4
人员	ren2 yuan2	crew	承担具体任务的工作队伍	9
人员	ren2 yuan2	personnel	机构内的人员配置与编制	9
照片	zhao4 pian4	photograph	用相机拍摄的静止影像	9
