word	pinyin	english	chinese	num_sentences_needed
顶尖	ding3 jian1	top (figures in a certain field)	某领域的顶尖人物	6
打压	da3 ya1	to suppress	用权力压制异议或反对	6
打压	da3 ya1	to beat down	以暴力或强硬手段打击压迫	1
立案	li4 an4	to register (to an official organism)	向有关机关登记或备案	4
天皇	Tian1 huang2	Heavenly Sovereign, one of the three legendary sovereigns 三皇[san1 huang2]	古代传说中的天皇之一	6
天皇	Tian1 huang2	emperor	帝王或君主	6
天皇	Tian1 huang2	emperor of Japan	日本的天皇	6
混淆	hun4 xiao2	to obscure	使事物难以辨别或变模糊	6
混淆	hun4 xiao2	to confuse	使人产生困惑或混乱	6
混淆	hun4 xiao2	to mix up	把不同事物错误地混在一起	6
