word	pinyin	english	chinese	num_sentences_needed
外面	wai4 mian4	outside (also pr. [wai4 mian5] for this sense)	在外面	2
外面	wai4 mian4	surface	物体表面	7
外面	wai4 mian4	exterior	外部结构或外表	7
外面	wai4 mian4	external appearance	外观或面貌	6
比做	bi3 zuo4	to liken to	把某物比作以便说明或形容	7
比做	bi3 zuo4	to compare to	将两者进行比较或类比	7
比及	bi3 ji2	(literary) when	（文言）当......的时候	7
比及	bi3 ji2	by the time	到......那时为止	7
所属	suo3 shu3	one's affiliation (i.e. the organization one is affiliated with)	所属的单位或机构	7
所属	suo3 shu3	subordinate (i.e. those subordinate to oneself)	处于从属地位的人员或机构	2
