word	pinyin	english	chinese	num_sentences_needed
梦	meng4	dream (CL:場|场[chang2],個|个[ge4])	睡梦中出现的情景	8
梦	meng4	(bound form) to dream	在睡眠中出现虚幻经历，做梦	8
大型	da4 xing2	large	体积或规模大的	3
大型	da4 xing2	large-scale	大规模的，范围广泛的	8
分布	fen1 bu4	to scatter	事物在空间上散开或散播	4
分布	fen1 bu4	to distribute	将东西分发到各处或分配	8
分布	fen1 bu4	to be distributed (over an area etc)	在某一地区或范围内分散存在	8
分布	fen1 bu4	(statistical, geographic) distribution	统计或地理上的分布情况	8
认真	ren4 zhen1	conscientious	认真负责，尽职尽责	7
认真	ren4 zhen1	earnest	态度诚恳	8
