word	pinyin	english	chinese	num_sentences_needed
起来	qi5 lai5	indicating an upward movement (e.g. after 站[zhan4])	表示向上移动	7
起来	qi5 lai5	indicating completion	表示动作完成	9
文化	wen2 hua4	culture	人类的文化现象	9
文化	wen2 hua4	civilization	社会的文明程度	9
文化	wen2 hua4	cultural	与文化有关的	3
则	ze2	(literary) (conjunction used to express contrast with a previous clause) but; then	表示与前句对比或转折的连词	9
则	ze2	(bound form) standard; norm	行为或事物的准则与标准	9
则	ze2	(bound form) principle	基本的原则或法则	9
则	ze2	(literary) to imitate; to follow	仿效、遵循前例的意思	9
则	ze2	classifier for written items	用于篇章或书写材料的量词	9
