word	pinyin	english	chinese	num_sentences_needed
病情	bing4 qing2	patient's condition	病人当前的健康和症状状态	6
舍	she3	to give up; to abandon	放弃或舍弃	6
舍	she3	to give alms	向他人施舍或行善	6
舍	She4	surname She	舍姓	6
舍	she4	(bound form) residence; house	住所或居住的房舍	6
舍	she4	(bound form) my (in speaking of relatives younger than oneself, as in 舍妹[she4 mei4])	古语中称亲属时的“我的”	6
舍	she4	(archaic) unit of distance equal to 30 li 里[li3]	古代约三十里的长度单位	6
传言	chuan2 yan2	rumor	未经证实的流言或消息	6
侧面	ce4 mian4	lateral side	侧面的边缘或侧边	6
侧面	ce4 mian4	side	旁侧或一边的位置	6
