word	pinyin	english	chinese	num_sentences_needed
健身	jian4 shen1	to keep fit	保持体形与体能	7
健身	jian4 shen1	to work out	进行健身训练	2
健身	jian4 shen1	physical exercise	身体锻炼活动	7
冻结	dong4 jie2	to freeze (water etc)	结成冰或凝固	7
冻结	dong4 jie2	(fig.) to freeze (assets, prices etc)	对资产或价格实施冻结限制	7
剩余	sheng4 yu2	remainder	余下的部分或残余物	7
剩余	sheng4 yu2	surplus	超过需要的多余量	7
掀起	xian1 qi3	to lift; to raise (a lid etc)	掀起或揭开覆盖物	7
掀起	xian1 qi3	(of a storm) to surge; to stir up (waves etc)	风浪掀起波涛翻涌	7
掀起	xian1 qi3	(fig.) to trigger; set off (a wave of popularity, a controversy etc)	引发浪潮或争议	7
