word	pinyin	english	chinese	num_sentences_needed
为	wei2	to do	做，进行某项动作或活动	10
为	wei2	by (in the passive voice)	在被动句中表示动作的施事者	10
为	wei4	because of	由于，因为某种原因	10
为	wei4	for	为了某人或某事而做	10
为	wei4	to	表示目的或针对的对象	10
这	zhe4	(pronoun) this; these	指示代词表示近指事物	10
这	zhe4	(bound form) this; the (followed by a noun)	置于名词前表示特指这个	10
这	zhe4	(bound form) this; these (followed by a classifier) (in this sense, commonly pr. [zhei4], esp. in Beijing)	与量词连用表示这一事物	10
这	zhei4	(coll.) this	口语中表示近指的这个	10
他	ta1	(third-person singular) (since the early 20th century, usu. male) he; him; his	第三人称单数的男性代词	10
