word	pinyin	english	chinese	num_sentences_needed
民间组织	min2 jian1 zu3 zhi1	association	民间自发成立的社团组织	6
民间组织	min2 jian1 zu3 zhi1	organization	非政府的组织机构	6
民间组织	min2 jian1 zu3 zhi1	humanitarian organization	开展救援或救济的人道主义机构	6
民间组织	min2 jian1 zu3 zhi1	NGO	非政府组织	6
民警	min2 jing3	civil police	维护社会治安的基层警察	6
民警	min2 jing3	PRC police	中国大陆的人民警察编制人员	6
大宗	da4 zong1	large amount	大量	1
大宗	da4 zong1	staple	主要商品或主营业务	2
大宗	da4 zong1	influential family of long standing	世代显赫的大家族	6
大班	da4 ban1	tai-pan	洋行或商号的首席经理	5
