word	pinyin	english	chinese	num_sentences_needed
让	rang4	to let sb do sth	容许某人做某事以示允许或放行	10
让	rang4	to have sb do sth	使役用法使某人去做某事或承担事务	10
让	rang4	to make sb (feel sad etc)	使某人产生某种情感反应	10
让	rang4	by (indicates the agent in a passive clause, like 被[bei4])	表示被动句中动作的执行者	10
国家	guo2 jia1	country; nation; state	具有主权和政府的政治实体	7
从	Cong2	surname Cong	从姓	10
从	cong2	from; through; via	来自或经由	10
从	cong2	(bound form) to follow	跟随	10
从	cong2	(bound form) to obey	服从	10
从	cong2	(bound form) to engage in (an activity)	从事活动	10
