word	pinyin	english	chinese	num_sentences_needed
书卷	shu1 juan4	volume	书籍的一册或一卷	6
书卷	shu1 juan4	scroll	卷轴形式的书或手卷	6
上座	shang4 zuo4	seat of honor (at a banquet, meeting etc)	宴会或会议中的主位或首席	6
上座	shang4 zuo4	(Buddhism) senior monk's seat or title	佛教中资深高僧的席位或称号	6
宠	chong3	to love	钟爱某人并给予特殊感情	6
宠	chong3	to pamper	溺爱并纵容其行为	6
宠	chong3	to spoil	娇惯以致产生不良后果	6
宠	chong3	to favor	偏爱某人或赐予优待	6
阿里巴巴	A1 li3 Ba1 ba1	Ali Baba, character from The Arabian Nights	《一千零一夜》中的阿里巴巴人物	6
阿里巴巴	A1 li3 ba1 ba1	Alibaba, PRC e-commerce company	中国大型电子商务公司阿里巴巴	6
