word	pinyin	english	chinese	num_sentences_needed
回升	hui2 sheng1	to pick up	好转或回升	6
回升	hui2 sheng1	rally (stock market etc)	股市等的反弹	6
四德	si4 de2	four Confucian injunctions 孝悌忠信 (for men), namely: piety 孝 to one's parents, respect 悌 to one's older brother, loyalty 忠 to one's monarch, faith 信 to one's male friends	男子应守的孝悌忠信四项伦理准则	6
四德	si4 de2	the four Confucian virtues for women of morality 德[de2], physical charm 容, propriety in speech 言 and efficiency in needlework 功	妇女的德容言功四项行为规范	6
收音机	shou1 yin1 ji1	radio	接受无线广播的电子设备	6
地雷	di4 lei2	land mine (CL:顆|颗[ke1])	埋在地面的爆炸性武器	6
地雷	di4 lei2	(fig.) sore point; weak spot	比喻易触及的痛处或弱点	6
好球	hao3 qiu2	(ball sports) good shot!	球赛中称赞精彩击球的喝彩	6
好球	hao3 qiu2	nice hit!	称赞击球准确或命中的动作	6
好球	hao3 qiu2	well played!	称赞整体表现或配合出色	6
