word	pinyin	english	chinese	num_sentences_needed
做手	zuo4 shou3	to put one's hand to sth	动手操作	7
做手	zuo4 shou3	to set about	着手进行	7
做手	zuo4 shou3	skillful hands	灵巧的手	7
做手	zuo4 shou3	worker	工匠或工人	7
做手	zuo4 shou3	writer	作者或笔者	7
战机	zhan4 ji1	opportunity in a battle	战场上可利用的时机	7
战机	zhan4 ji1	war secret	军事上的机密或作战要诀	7
指事	zhi3 shi4	ideogram (one of the Six Methods 六書|六书 of forming Chinese characters)	六书中表意的一种造字方法	7
指事	zhi3 shi4	Chinese character indicating an idea, such as up and down	表示上下方向等抽象概念的字	7
指事	zhi3 shi4	also known as self-explanatory character	直观表达概念含义的汉字	7
