word	pinyin	english	chinese	num_sentences_needed
分歧	fen1 qi2	divergent	呈现分离或偏离的状态	7
分歧	fen1 qi2	difference (of opinion, position); disagreement	意见或立场上的不一致或争议	7
分歧	fen1 qi2	(math.) bifurcation	系统或方程中出现的分叉或分岔现象	7
日军	Ri4 jun1	Japanese army	日本陆军	7
日军	Ri4 jun1	Japanese troops	日本军队或部队	7
零售	ling2 shou4	to retail	以单件形式销售	7
零售	ling2 shou4	to sell individually or in small quantities	单独或少量出售商品	7
另开	ling4 kai1	to break up	分手或解除关系	7
另开	ling4 kai1	to divide property and live apart	分产分家后各自居住	7
另开	ling4 kai1	to start on a new (path)	另行开始新生活或事业	7
