word	pinyin	english	chinese	num_sentences_needed
地区	di4 qu1	prefecture (in China's administrative system)	中国行政体系下的地级或专区单位	9
小	xiao3	small	尺寸或体积小	9
小	xiao3	tiny	极微小的，细小的	9
小	xiao3	few	数量很少	9
小	xiao3	young	年龄小的，年轻的	9
再	zai4	again; once more; re-	再次；又一次	9
再	zai4	further; beyond this point of time	进一步；更进一步	9
再	zai4	(before an adjective) more	表示程度上的更加（置于形容词前）	9
再	zai4	then (after sth, and not until then)	接着才；直到那时才	9
再	zai4	no matter how ... (followed by an adjective or verb, and then (usually) 也[ye3] or 都[dou1] for emphasis)	无论多么……（常与也或都连用）	9
