word	pinyin	english	chinese	num_sentences_needed
宝贵	bao3 gui4	to treasure	珍惜或悉心保存	7
宝贵	bao3 gui4	to set store by	看重或给予重要性	7
未必	wei4 bi4	not necessarily	不一定成立	2
未必	wei4 bi4	maybe not	也许不会如此	7
中华民族	Zhong1 hua2 min2 zu2	the Chinese nation	由各民族组成的中华民族	7
中华民族	Zhong1 hua2 min2 zu2	the Chinese people (collective reference to all the ethnic groups in China)	泛指居于中国境内的全体民族成员	7
阳	yang2	positive (electric.)	电学中带正电的极性	7
阳	yang2	sun	太阳天体	7
阳	yang2	male principle (Taoism)	道家所指的男性或阳性原则	7
阳	yang2	Yang, opposite: 陰|阴[yin1]	与阴相对的阳性或光明面	7
