word	pinyin	english	chinese	num_sentences_needed
莱	lai2	Chenopodium album	白藜一种藜科杂草	7
盐	yan2	salt	食盐或氯化钠	7
玫瑰	mei2 gui1	rugosa rose (shrub) (Rosa rugosa) (CL:棵[ke1])	蔷薇科的一种灌木植物	7
玫瑰	mei2 gui1	rose flower (CL:朵[duo3])	玫瑰的花朵	7
处置	chu3 zhi4	to take care of	照料安排或妥善处理事务	7
处置	chu3 zhi4	to punish	依法或适当惩处不当行为	7
番	Pan1	surname Pan	潘姓	7
番	fan1	(bound form) foreign (non-Chinese); barbarian	外来的，非汉族的	7
番	fan1	classifier for processes or actions that take time and effort	表示一段耗时费力过程的量词	7
番	fan1	(classifier) a kind; a sort	表示一种或一类的量词	7
