word	pinyin	english	chinese	num_sentences_needed
强令	qiang2 ling4	to order by force	以强力下达命令	1
强令	qiang2 ling4	peremptory	专横命令式的要求	6
侯	Hou2	surname Hou	侯姓	6
侯	hou2	marquis, second of the five orders of ancient Chinese nobility 五等爵位[wu3 deng3 jue2 wei4]	古代爵位中的侯爵等级	6
侯	hou2	nobleman; high official	贵族或高级官员	6
斗士	dou4 shi4	warrior	从事武斗或战斗的人员或战士	1
斗士	dou4 shi4	activist	积极为某种事业或权利奔走的人	6
保育	bao3 yu4	to look after (children); childcare	照顾婴幼儿的看护工作	3
保育	bao3 yu4	to protect (wildlife, cultural heritage etc); conservation	保护自然与文化遗产的行动	6
信封	xin4 feng1	envelope	信件用的封套	1
