word	pinyin	english	chinese	num_sentences_needed
腊	la4	ancient practice of offering sacrifices to the gods in the 12th lunar month	古代腊月祭祀神灵的习俗	6
腊	la4	the 12th lunar month	农历十二月	6
腊	la4	(bound form) (of meat, fish etc) cured in winter, esp. in the 12th lunar month	冬季腌制食品，尤指腊月腌肉	6
亚型	ya4 xing2	subtype	次级类型或变体	6
亚型	ya4 xing2	subcategory	下位类别或子类	6
桌面	zhuo1 mian4	desktop	计算机或手机的桌面界面	6
桌面	zhuo1 mian4	tabletop	桌子的表面	6
交通工具	jiao1 tong1 gong1 ju4	means of transportation	进行运输的手段与方法	6
交通工具	jiao1 tong1 gong1 ju4	vehicle	用于运载人的车辆或器械	6
乌龟	wu1 gui1	tortoise	陆生或淡水的壳类爬行动物	6
