word	pinyin	english	chinese	num_sentences_needed
上街	shang4 jie1	to go shopping	外出购物	7
防护	fang2 hu4	to defend	用物理或技术手段提供保护或屏障	7
防护	fang2 hu4	to protect	采取措施或行动以保护人或物免受损害	5
限于	xian4 yu2	to be limited to	局限在某种条件或情况之中	2
限于	xian4 yu2	to be confined to	只限于某一范围无法扩大	7
院士	yuan4 shi4	scholar	从事学术研究的学者	7
院士	yuan4 shi4	academician	学术团体授予的院士称号持有人	7
院士	yuan4 shi4	fellow (of an academy)	学术机构的会员或会士	2
除此之外	chu2 ci3 zhi1 wai4	apart from this	在此之外另有情况或事项	7
除此之外	chu2 ci3 zhi1 wai4	in addition to this	除此以外另外还要说明	7
