word	pinyin	english	chinese	num_sentences_needed
锁	suo3	a lock (CL:把[ba3])	用于开闭和防护的锁具装置	7
学历	xue2 li4	educational background	个人受教育的经历与层次	7
学历	xue2 li4	academic qualifications	用于证明的学位或学历证书	2
新兴	xin1 xing1	(of markets, industries, infectious diseases etc) rising	新近兴起的行业或领域	2
新兴	xin1 xing1	emerging	处于发展初期的事物或市场	7
新兴	xin1 xing1	in the ascendant	正在崛起并逐渐占优势的趋势	7
一遍	yi1 bian4	one time (all the way through)	从头到尾做一次	7
一遍	yi1 bian4	once through	仅进行一次过程	7
开枪	kai1 qiang1	to open fire	开始射击	7
开枪	kai1 qiang1	to shoot a gun	用枪进行射击	7
