word	pinyin	english	chinese	num_sentences_needed
江山	jiang1 shan1	rivers and mountains	江河与山川	6
江山	jiang1 shan1	landscape	山川景色	6
江山	jiang1 shan1	country	国家或国土	1
江山	jiang1 shan1	state power	国家政权	6
尽先	jin3 xian1	in the first instance	起初首先，首先发生或考虑	6
尽先	jin3 xian1	as a first priority	作为首要任务或优先事项	6
河口	he2 kou3	estuary	河流注入海洋或湖泊的河口	1
河口	he2 kou3	the mouth of a river	河流的出水口	6
境内外	jing4 nei4 wai4	within and without the borders	包含边界内外两方面的范围	6
境内外	jing4 nei4 wai4	domestic and foreign	国内与国外两方面的事务	6
