word	pinyin	english	chinese	num_sentences_needed
作出	zuo4 chu1	to come up with	想出点子或方案	8
作出	zuo4 chu1	to make (a choice, decision, proposal, response, comment etc)	做出选择或决定并回应	8
作出	zuo4 chu1	to issue (a permit, statement, explanation, apology, reassurance to the public etc)	发布许可或官方声明	8
作出	zuo4 chu1	to draw (conclusion)	得出结论	8
作出	zuo4 chu1	to deliver (speech, judgment)	发表演讲或作出判决	8
作出	zuo4 chu1	to devise (explanation)	拟定或提出解释	8
作出	zuo4 chu1	to extract	提取或抽出	8
往往	wang3 wang3	usually	常常发生	8
往往	wang3 wang3	in many cases	在许多情况下会出现	3
往往	wang3 wang3	more often than not	多半如此	8
