word	pinyin	english	chinese	num_sentences_needed
曲	qu1	fermentation starter; leaven (molds, yeasts or bacteria used in fermenting soy products or brewing etc)	用于酿造或发酵的曲种	7
实用	shi2 yong4	to apply in practice	应用于实践	6
实用	shi2 yong4	practical; functional; pragmatic; applied (science)	注重实际用途的	2
未能	wei4 neng2	cannot	不能做到	7
未能	wei4 neng2	to fail to	未能达到或实现	7
未能	wei4 neng2	unable to	无力或无能力去做	7
无力	wu2 li4	powerless	无能为力无法影响局面	7
自行车	zi4 xing2 che1	bicycle; bike	人力踏驱的两轮交通工具	7
兴起	xing1 qi3	to rise	开始兴起或崛起	2
兴起	xing1 qi3	to spring up	突然涌现或大量出现	7
