word	pinyin	english	chinese	num_sentences_needed
不好受	bu4 hao3 shou4	unpleasant	感到不舒服，心情难受	6
不好受	bu4 hao3 shou4	hard to take	处境或感受难以承受，很难接受	6
运行方式	yun4 xing2 fang1 shi4	operating method	操作或控制的具体方法	6
运行方式	yun4 xing2 fang1 shi4	running mode	系统或设备的运转模式	6
问世	wen4 shi4	to come out	新事物出现进入公众视野	6
肺	fei4	lung	呼吸的主要器官肺	6
请安	qing3 an1	to pay respects	向长辈或尊者请安致意	1
请安	qing3 an1	to wish good health	祝愿身体安康	6
请安	qing3 an1	in Qing times, a specific form of salutation (see also 打千[da3 qian1])	清代的一种特定问候形式	6
发案	fa1 an4	occurrence (refers to time and place esp. of a criminal act)	指案件发生的时间和地点	6
