word	pinyin	english	chinese	num_sentences_needed
手办	shou3 ban4	garage kit	手办模型套件	6
手办	shou3 ban4	action figure	可动的影视或动漫人偶	6
手办	shou3 ban4	model figure	作为展示的模型人偶	6
音响	yin1 xiang3	sound; acoustics; audio	声音或音响效果	1
音响	yin1 xiang3	hi-fi system; stereo sound system (abbr. for 組合音響|组合音响[zu3 he2 yin1 xiang3])	家庭用的立体声音响设备	1
打招呼	da3 zhao1 hu5	to greet sb by word or action	用言语或动作问候	6
打招呼	da3 zhao1 hu5	to give prior notice	事先通知打预先招呼	6
深层	shen1 ceng2	deep; deep-seated; underlying	根深蒂固的或潜在的	6
天电	tian1 dian4	atmospherics	大气中的放电和雷电现象	6
天电	tian1 dian4	static	无线电或设备中的静电干扰噪声	6
