word	pinyin	english	chinese	num_sentences_needed
洋	yang2	foreign	外国的	6
洋	yang2	silver dollar or coin	银元或硬币	6
比不了	bi3 bu4 liao3	cannot compare to	无法与之相比，不在同一档次	6
比不了	bi3 bu4 liao3	to be no match for	敌不过，无法胜过对方	6
非自然	fei1 zi4 ran2	unnatural	不符合自然规律的，反常的	6
非自然	fei1 zi4 ran2	occult	与超自然或秘术有关的	6
民族工业	min2 zu2 gong1 ye4	national industry	本国或本民族创办的工业部门	6
民族工业	min2 zu2 gong1 ye4	industry run by Chinese nationals or ethnic Chinese	由本国人或华人经营的工业企业	6
手制	shou3 zhi4	to make by hand	用手工制作	6
手制	shou3 zhi4	handmade	手工制作的物品	6
