word	pinyin	english	chinese	num_sentences_needed
地	di4	field	田地或耕地	10
地	di4	place	处所或地点	10
地	di4	land	陆地或领土	10
做	zuo4	to make; to produce	制造或生产	10
做	zuo4	to write; to compose	撰写或创作	10
做	zuo4	to do; to engage in; to hold (a party etc)	从事或举办某项活动	10
做	zuo4	(of a person) to be (an intermediary, a good student etc); to become (husband and wife, friends etc)	担任某种角色或成为某种关系	10
做	zuo4	(of a thing) to serve as; to be used for	充当或用作某种用途	10
做	zuo4	to assume (an air or manner)	摆出某种态度或姿态	10
由	you2	to follow	跟随，沿着	10
