word	pinyin	english	chinese	num_sentences_needed
走光	zou3 guang1	to expose oneself	衣物移位导致身体暴露	6
走光	zou3 guang1	to be completely gone	全部消失或用尽	6
提级	ti2 ji2	a step up	在等级上向上提升的一步	6
提级	ti2 ji2	to rise to the next level	晋升到下一级别或更高档次	1
喝道	he4 dao4	to shout (i.e. to say in a loud voice) (usually followed by the words shouted)	大声喊叫以发出命令或呼喊词句	6
喝道	he4 dao4	(old) (of yamen bailiffs etc) to walk ahead of an official, shouting at pedestrians to clear the way	古时官差在前高声催行以清出道路	6
趣味	qu4 wei4	fun; interest; delight	娱乐性或兴趣所在	1
趣味	qu4 wei4	taste; liking; preference	个人的爱好或审美偏好	6
嘲讽	chao2 feng3	to sneer at	冷笑以示轻蔑	6
嘲讽	chao2 feng3	to ridicule	用话语嘲弄并贬低他人	6
