word	pinyin	english	chinese	num_sentences_needed
华文	Hua2 wen2	Chinese script	中文书面文字	6
得意	de2 yi4	proud of oneself	为自己成就感到骄傲	6
得意	de2 yi4	pleased with oneself	对自己表现感到满意	1
得意	de2 yi4	complacent	自满自得缺乏谦虚	6
成千上万	cheng2 qian1 shang4 wan4	fig. untold numbers; innumerable; countless	无数，极多	6
黑帮	hei1 bang1	bunch of gangsters	一伙流氓或恶徒	6
黑帮	hei1 bang1	criminal gang	从事犯罪的团伙	1
黑帮	hei1 bang1	organized crime syndicate	有组织的犯罪集团	6
玩弄	wan2 nong4	to play with	把物品把玩或摆弄	6
玩弄	wan2 nong4	to toy with	戏弄他人以取乐	6
