word	pinyin	english	chinese	num_sentences_needed
男	nan2	baron, the lowest of the five ranks of nobility 五等爵位[wu3 deng3 jue2 wei4]	男爵 五等爵位中最低的一等	8
所谓	suo3 wei4	(derog.) so-called	号称的含贬义	8
肯定	ken3 ding4	to be certain; to be positive	确信无疑的态度或判断	8
肯定	ken3 ding4	assuredly; definitely	确定地或肯定地表示	8
肯定	ken3 ding4	to give recognition; to affirm	给予认可或肯定评价	8
肯定	ken3 ding4	affirmative (answer)	肯定的回答或答复	8
加	Jia1	Canada (abbr. for 加拿大[Jia1 na2 da4])	加拿大的简称	8
加	Jia1	surname Jia	加姓	8
加	jia1	to add	把某物加入或添加	8
加	jia1	(math.) plus	表示相加的运算	8
