word	pinyin	english	chinese	num_sentences_needed
承受	cheng2 shou4	to inherit	继承遗产权利或名誉	7
管制	guan3 zhi4	to control	控制	2
管制	guan3 zhi4	to restrict	限制	7
管制	guan3 zhi4	(PRC law) non-custodial sentence with specified restrictions on one's activities for up to 3 years (e.g. not to participate in demonstrations)	限制个人活动的非拘禁刑	7
日至	ri4 zhi4	solstice	节气中的至点	7
日至	ri4 zhi4	the winter solstice 冬至 and summer solstice 夏至	夏至和冬至	7
认	ren4	to recognize	辨认或识别事物或人	7
认	ren4	to know	知道或了解某事物	7
认	ren4	to admit	承认事实或接受责任	7
心态	xin1 tai4	attitude (of the heart)	内在的态度	7
