word	pinyin	english	chinese	num_sentences_needed
维护	wei2 hu4	to protect	保护免受损害或破坏	3
维护	wei2 hu4	to uphold	坚持并保全原则或名誉	8
维护	wei2 hu4	to maintain	保养或修理以维持正常功能	8
为时	wei2 shi2	timewise	就时间而言	8
为时	wei2 shi2	pertaining to time	与时间有关的	8
奖	jiang3	prize; award; bonus; reward	奖赏、奖金或奖励品	8
奖	jiang3	(bound form) to encourage; to commend; to praise	鼓励或称赞以激励他人	8
奖	jiang3	to award; to give as a reward	授予奖励或颁发奖项	8
基地	Ji1 di4	al-Qaeda	指恐怖组织基地组织	8
基地	ji1 di4	base (of operations, industrial, military, research etc)	机构、军事或研究的活动据点	3
