word	pinyin	english	chinese	num_sentences_needed
不合	bu4 he2	to be out of keeping with	与周围事物格格不入	6
不合	bu4 he2	should not	不应如此做的意思	6
不合	bu4 he2	ought out	不该发生或不该如此	3
浓厚	nong2 hou4	dense	密集而不稀薄	6
浓厚	nong2 hou4	thick (fog, clouds etc)	雾云等厚重不透明	6
浓厚	nong2 hou4	to have a strong interest in	对某事兴趣或感情强烈	6
浓厚	nong2 hou4	deep	程度深重感情深厚	6
浓厚	nong2 hou4	fully saturated (color)	颜色饱和度高	6
过敏	guo4 min3	(medicine) allergic; hypersensitive	对某种物质产生过敏反应	6
过敏	guo4 min3	(fig.) oversensitive; prone to overreact	情绪或反应过分敏感易激动	6
